	Genome	Original_name	Study_set	Genome_type	Length	N_contigs	N50	GC_content	Completeness	Contamination	CMseq	rRNA_5S	rRNA_16S	rRNA_23S	tRNAs	Genome_accession	Species_rep	MGnify_accession	Lineage	Sample_accession	Study_accession	Country	Continent	FTP_download
102341	GUT_GENOME151605	QinJ_2012__T2D-022__bin.4	CIBIO	MAG	1657085	413	4788	39.38	81.82	4.42	0.64	0.0	0.0	0.0	16		GUT_GENOME151605	MGYG-HGUT-02577	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_D;s__	SRS294989	SRP008047	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-025/MGYG-HGUT-02577/genomes1/GUT_GENOME151605.gff.gz
102405	GUT_GENOME151671	QinJ_2012__T2D-024__bin.77	CIBIO	MAG	2398245	48	88451	53.68	82.71	0.79	0.04	0.0	0.0	0.0	20		GUT_GENOME151671	MGYG-HGUT-02578	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__CAG-977;g__CAG-977;s__			China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-025/MGYG-HGUT-02578/genomes1/GUT_GENOME151671.gff.gz
102503	GUT_GENOME151778	QinJ_2012__T2D-029__bin.31	CIBIO	MAG	1757018	50	52428	35.41	99.21	0.52	0.26	93.28	0.0	0.0	17		GUT_GENOME151778	MGYG-HGUT-02579	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_B;s__	SRS294992	SRP008047	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-025/MGYG-HGUT-02579/genomes1/GUT_GENOME151778.gff.gz
102698	GUT_GENOME151978	QinJ_2012__T2D-040__bin.14	CIBIO	MAG	3016685	35	166712	35.96	99.33	0.0	0.04	0.0	0.0	21.2	18		GUT_GENOME151978	MGYG-HGUT-02580	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira sp000436475			China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-025/MGYG-HGUT-02580/genomes1/GUT_GENOME151978.gff.gz
102760	GUT_GENOME152049	QinJ_2012__T2D-043__bin.19	CIBIO	MAG	1543318	59	44393	27.75	76.44	0.67	0.11	0.0	0.0	0.0	14		GUT_GENOME152049	MGYG-HGUT-02581	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__CAG-269 sp001916065			China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-025/MGYG-HGUT-02581/genomes1/GUT_GENOME152049.gff.gz
102828	GUT_GENOME152118	QinJ_2012__T2D-045__bin.7	CIBIO	MAG	1765105	79	40102	42.6	98.68	0.0	0.05	0.0	0.0	0.0	17		GUT_GENOME152118	MGYG-HGUT-02582	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Succinivibrionaceae;g__Succinivibrio;s__	SRS295000	SRP008047	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-025/MGYG-HGUT-02582/genomes1/GUT_GENOME152118.gff.gz
102937	GUT_GENOME152230	QinJ_2012__T2D-051__bin.39	CIBIO	MAG	1551796	6	492326	25.96	78.51	1.9	0.03	0.0	99.61	99.79	18		GUT_GENOME152230	MGYG-HGUT-02583	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-492;s__CAG-492 sp000434015	SRS295004	SRP008047	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-025/MGYG-HGUT-02583/genomes1/GUT_GENOME152230.gff.gz
103059	GUT_GENOME152364	QinJ_2012__T2D-059__bin.25	CIBIO	MAG	3044716	45	121707	52.01	97.96	1.36	0.03	0.0	0.0	0.0	20		GUT_GENOME152364	MGYG-HGUT-02584	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__	SRS295010	SRP008047	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-025/MGYG-HGUT-02584/genomes1/GUT_GENOME152364.gff.gz
103182	GUT_GENOME152489	QinJ_2012__T2D-065__bin.16	CIBIO	MAG	2701793	93	37592	49.38	62.07	0.0	1.33	0.0	0.0	0.0	16		GUT_GENOME152489	MGYG-HGUT-02585	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__	SRS295014	SRP008047	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-025/MGYG-HGUT-02585/genomes1/GUT_GENOME152489.gff.gz
103201	GUT_GENOME152509	QinJ_2012__T2D-066__bin.22	CIBIO	MAG	1661999	175	13808	44.06	90.25	0.16	0.19	95.8	0.0	12.85	15		GUT_GENOME152509	MGYG-HGUT-02586	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__CAG-145;s__CAG-145 sp002320005	SRS295015	SRP008047	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-025/MGYG-HGUT-02586/genomes1/GUT_GENOME152509.gff.gz
103210	GUT_GENOME152519	QinJ_2012__T2D-066__bin.49	CIBIO	MAG	4423098	166	43804	46.73	92.85	0.38	0.26	0.0	0.0	0.0	20		GUT_GENOME152519	MGYG-HGUT-02587	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__	SRS295015	SRP008047	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-025/MGYG-HGUT-02587/genomes1/GUT_GENOME152519.gff.gz
103275	GUT_GENOME152588	QinJ_2012__T2D-070__bin.12	CIBIO	MAG	2350010	179	20972	59.57	95.93	1.34	0.94	0.0	0.0	19.01	18		GUT_GENOME152588	MGYG-HGUT-02588	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter;s__	SRS295018	SRP008047	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-025/MGYG-HGUT-02588/genomes1/GUT_GENOME152588.gff.gz
103289	GUT_GENOME152603	QinJ_2012__T2D-070__bin.37	CIBIO	MAG	2786078	62	81810	55.99	99.11	0.0	0.1	0.0	0.0	0.0	18		GUT_GENOME152603	MGYG-HGUT-02589	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-110;s__	SRS295018	SRP008047	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-025/MGYG-HGUT-02589/genomes1/GUT_GENOME152603.gff.gz
103290	GUT_GENOME152604	QinJ_2012__T2D-070__bin.38	CIBIO	MAG	1062927	79	18148	30.03	92.42	1.12	0.06	0.0	0.0	13.64	19		GUT_GENOME152604	MGYG-HGUT-02590	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-433;g__CAG-594;s__	SRS295018	SRP008047	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-025/MGYG-HGUT-02590/genomes1/GUT_GENOME152604.gff.gz
103480	GUT_GENOME152800	QinJ_2012__T2D-080__bin.28	CIBIO	MAG	1836000	28	109490	48.51	98.02	0.62	0.01	0.0	0.0	0.0	20		GUT_GENOME152800	MGYG-HGUT-02591	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__CAG-521;s__			China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-025/MGYG-HGUT-02591/genomes1/GUT_GENOME152800.gff.gz
103678	GUT_GENOME152999	QinJ_2012__T2D-090__bin.48	CIBIO	MAG	2965227	128	49097	58.74	97.84	0.48	0.03	0.0	0.0	0.0	18		GUT_GENOME152999	MGYG-HGUT-02592	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__			China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-025/MGYG-HGUT-02592/genomes1/GUT_GENOME152999.gff.gz
103700	GUT_GENOME153023	QinJ_2012__T2D-092__bin.16	CIBIO	MAG	1475799	35	71997	39.42	93.44	0.27	0.22	0.0	0.0	0.0	15		GUT_GENOME153023	MGYG-HGUT-02593	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_H;s__			China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-025/MGYG-HGUT-02593/genomes1/GUT_GENOME153023.gff.gz
103719	GUT_GENOME153042	QinJ_2012__T2D-092__bin.6	CIBIO	MAG	2166519	93	41983	43.26	93.16	1.12	0.3	0.0	0.0	0.0	6		GUT_GENOME153042	MGYG-HGUT-02594	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__			China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-025/MGYG-HGUT-02594/genomes1/GUT_GENOME153042.gff.gz
103840	GUT_GENOME153166	QinJ_2012__T2D-098__bin.31	CIBIO	MAG	1783264	70	36441	59.49	86.74	1.34	0.66	89.92	0.0	0.0	18		GUT_GENOME153166	MGYG-HGUT-02595	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83;s__			China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-025/MGYG-HGUT-02595/genomes1/GUT_GENOME153166.gff.gz
103907	GUT_GENOME153233	QinJ_2012__T2D-101__bin.22	CIBIO	MAG	2662706	146	26891	48.71	93.66	0.58	0.33	0.0	0.0	14.22	12		GUT_GENOME153233	MGYG-HGUT-02596	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalicatena;s__			China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-025/MGYG-HGUT-02596/genomes1/GUT_GENOME153233.gff.gz
103913	GUT_GENOME153239	QinJ_2012__T2D-101__bin.7	CIBIO	MAG	1757446	307	7429	53.34	87.4	0.71	0.24	94.96	0.0	20.99	12		GUT_GENOME153239	MGYG-HGUT-02597	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Mogibacterium;s__Mogibacterium timonense			China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-025/MGYG-HGUT-02597/genomes1/GUT_GENOME153239.gff.gz
103915	GUT_GENOME153241	QinJ_2012__T2D-102__bin.10	CIBIO	MAG	3377041	266	24338	37.05	94.19	4.51	0.67	0.0	0.0	10.32	17		GUT_GENOME153241	MGYG-HGUT-02598	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__	SRS294929	SRP008047	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-025/MGYG-HGUT-02598/genomes1/GUT_GENOME153241.gff.gz
103940	GUT_GENOME153266	QinJ_2012__T2D-103__bin.15	CIBIO	MAG	2063834	119	28058	65.6	95.58	0.0	0.19	0.0	0.0	0.0	19		GUT_GENOME153266	MGYG-HGUT-02599	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Olsenella_C;s__	SRS294930	SRP008047	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-025/MGYG-HGUT-02599/genomes1/GUT_GENOME153266.gff.gz
103946	GUT_GENOME153272	QinJ_2012__T2D-103__bin.24	CIBIO	MAG	2448724	58	72056	49.76	99.29	0.95	0.06	0.0	0.0	0.0	16		GUT_GENOME153272	MGYG-HGUT-02600	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Eubacterium_A;s__	SRS294930	SRP008047	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-026/MGYG-HGUT-02600/genomes1/GUT_GENOME153272.gff.gz
104015	GUT_GENOME153344	QinJ_2012__T2D-106__bin.22	CIBIO	MAG	2683696	226	21066	54.72	98.77	0.0	0.33	89.92	0.0	0.0	20		GUT_GENOME153344	MGYG-HGUT-02601	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-110;s__	SRS294932	SRP008047	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-026/MGYG-HGUT-02601/genomes1/GUT_GENOME153344.gff.gz
104257	GUT_GENOME153591	QinN_2014__HD-19__bin.48	CIBIO	MAG	2192997	23	207033	33.54	98.66	1.34	0.08	0.0	0.0	0.0	19		GUT_GENOME153591	MGYG-HGUT-02602	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__CAG-274;g__CAG-274;s__	ERS475121	ERP005860	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-026/MGYG-HGUT-02602/genomes1/GUT_GENOME153591.gff.gz
104425	GUT_GENOME153760	QinN_2014__HD-29__bin.3	CIBIO	MAG	2739364	37	141652	46.9	76.86	0.51	0.09	0.0	0.0	0.0	17		GUT_GENOME153760	MGYG-HGUT-02603	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__	ERS475133	ERP005860	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-026/MGYG-HGUT-02603/genomes1/GUT_GENOME153760.gff.gz
104470	GUT_GENOME153805	QinN_2014__HD-31__bin.10	CIBIO	MAG	1992821	577	3889	61.2	63.18	1.68	2.08	0.0	0.0	0.0	7		GUT_GENOME153805	MGYG-HGUT-02604	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__;s__	ERS475137	ERP005860	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-026/MGYG-HGUT-02604/genomes1/GUT_GENOME153805.gff.gz
104535	GUT_GENOME153870	QinN_2014__HD-33__bin.64	CIBIO	MAG	1854240	26	114442	32.59	89.74	0.85	0.02	0.0	99.67	99.73	20		GUT_GENOME153870	MGYG-HGUT-02605	d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__UBA6984;s__UBA6984 sp003258725	ERS475139	ERP005860	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-026/MGYG-HGUT-02605/genomes1/GUT_GENOME153870.gff.gz
104577	GUT_GENOME153913	QinN_2014__HD-35__bin.25	CIBIO	MAG	2480404	85	44334	58.26	97.36	1.14	0.61	0.0	52.25	99.38	18		GUT_GENOME153913	MGYG-HGUT-02606	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-873;s__	ERS475141	ERP005860	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-026/MGYG-HGUT-02606/genomes1/GUT_GENOME153913.gff.gz
104586	GUT_GENOME153922	QinN_2014__HD-35__bin.44	CIBIO	MAG	1265326	27	98603	25.99	93.82	2.25	0.16	0.0	99.74	99.69	20		GUT_GENOME153922	MGYG-HGUT-02607	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-822;g__CAG-878;s__CAG-878 sp000432255	ERS475141	ERP005860	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-026/MGYG-HGUT-02607/genomes1/GUT_GENOME153922.gff.gz
104595	GUT_GENOME153931	QinN_2014__HD-35__bin.5	CIBIO	MAG	2400131	17	373969	59.83	97.95	0.0	0.28	0.0	0.0	0.0	20		GUT_GENOME153931	MGYG-HGUT-02608	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-485;s__	ERS475141	ERP005860	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-026/MGYG-HGUT-02608/genomes1/GUT_GENOME153931.gff.gz
105259	GUT_GENOME154595	QinN_2014__HD-66__bin.3	CIBIO	MAG	3323522	56	111024	42.97	99.78	0.0	0.12	0.0	0.0	11.04	17		GUT_GENOME154595	MGYG-HGUT-02609	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-882;s__CAG-882 sp003486385	ERS475187	ERP005860	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-026/MGYG-HGUT-02609/genomes1/GUT_GENOME154595.gff.gz
105401	GUT_GENOME154740	QinN_2014__HD-74__bin.3	CIBIO	MAG	2250349	49	99717	58.36	93.03	0.0	0.08	0.0	0.0	0.0	19		GUT_GENOME154740	MGYG-HGUT-02610	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__	ERS475196	ERP005860	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-026/MGYG-HGUT-02610/genomes1/GUT_GENOME154740.gff.gz
105472	GUT_GENOME154813	QinN_2014__HD-7__bin.17	CIBIO	MAG	1481378	257	7233	47.02	82.04	3.75	0.19	0.0	0.0	0.0	15		GUT_GENOME154813	MGYG-HGUT-02611	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__CAG-521;s__	ERS475191	ERP005860	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-026/MGYG-HGUT-02611/genomes1/GUT_GENOME154813.gff.gz
105555	GUT_GENOME154896	QinN_2014__HD-8__bin.24	CIBIO	MAG	2090458	26	143278	56.79	91.95	0.67	0.29	89.92	0.0	0.0	20		GUT_GENOME154896	MGYG-HGUT-02612	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83;s__CAG-83 sp003539495	ERS475202	ERP005860	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-026/MGYG-HGUT-02612/genomes1/GUT_GENOME154896.gff.gz
105700	GUT_GENOME155041	QinN_2014__HV-20__bin.10	CIBIO	MAG	2968338	227	17429	46.57	96.92	0.56	0.56	0.0	0.0	0.0	16		GUT_GENOME155041	MGYG-HGUT-02613	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__	ERS475227	ERP005860	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-026/MGYG-HGUT-02613/genomes1/GUT_GENOME155041.gff.gz
105823	GUT_GENOME155164	QinN_2014__HV-5__bin.13	CIBIO	MAG	2560607	291	12773	42.84	68.45	0.0	1.04	0.0	0.0	0.0	13		GUT_GENOME155164	MGYG-HGUT-02614	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides_A;s__	ERS475242	ERP005860	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-026/MGYG-HGUT-02614/genomes1/GUT_GENOME155164.gff.gz
105825	GUT_GENOME155166	QinN_2014__HV-5__bin.1	CIBIO	MAG	1647343	380	5670	28.81	89.89	1.5	0.22	0.0	0.0	99.01	16		GUT_GENOME155166	MGYG-HGUT-02615	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_A;s__	ERS475242	ERP005860	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-026/MGYG-HGUT-02615/genomes1/GUT_GENOME155166.gff.gz
105925	GUT_GENOME155267	QinN_2014__LD-11__bin.55	CIBIO	MAG	1919079	46	80755	46.65	96.77	0.0	0.04	0.0	0.0	0.0	20		GUT_GENOME155267	MGYG-HGUT-02616	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__CAG-239;g__CAG-495;s__CAG-495 sp001917125	ERS475251	ERP005860	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-026/MGYG-HGUT-02616/genomes1/GUT_GENOME155267.gff.gz
105933	GUT_GENOME155275	QinN_2014__LD-11__bin.70	CIBIO	MAG	1963579	57	64585	57.18	98.2	0.0	0.93	0.0	21.2	0.0	17		GUT_GENOME155275	MGYG-HGUT-02617	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter;s__	ERS475251	ERP005860	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-026/MGYG-HGUT-02617/genomes1/GUT_GENOME155275.gff.gz
106086	GUT_GENOME155428	QinN_2014__LD-20__bin.24	CIBIO	MAG	1951519	104	35248	39.12	96.18	1.85	0.3	0.0	0.0	0.0	18		GUT_GENOME155428	MGYG-HGUT-02618	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__	ERS475264	ERP005860	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-026/MGYG-HGUT-02618/genomes1/GUT_GENOME155428.gff.gz
106097	GUT_GENOME155439	QinN_2014__LD-21__bin.17	CIBIO	MAG	2724245	20	251415	56.89	99.32	0.0	0.73	94.12	0.0	0.0	20		GUT_GENOME155439	MGYG-HGUT-02619	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_J	ERS475265	ERP005860	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-026/MGYG-HGUT-02619/genomes1/GUT_GENOME155439.gff.gz
106116	GUT_GENOME155459	QinN_2014__LD-22__bin.30	CIBIO	MAG	3478150	26	269940	57.23	100.0	0.0	0.06	92.44	99.61	99.59	19		GUT_GENOME155459	MGYG-HGUT-02620	d__Bacteria;p__Desulfobacterota_A;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__Desulfovibrio desulfuricans	ERS475267	ERP005860	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-026/MGYG-HGUT-02620/genomes1/GUT_GENOME155459.gff.gz
106331	GUT_GENOME155674	QinN_2014__LD-33__bin.37	CIBIO	MAG	3633256	65	75099	48.24	90.35	0.0	0.05	0.0	0.0	0.0	17		GUT_GENOME155674	MGYG-HGUT-02621	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ndongoniae	ERS475289	ERP005860	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-026/MGYG-HGUT-02621/genomes1/GUT_GENOME155674.gff.gz
106336	GUT_GENOME155679	QinN_2014__LD-33__bin.7	CIBIO	MAG	3429958	58	95349	48.72	97.98	0.0	0.06	0.0	0.0	0.0	20		GUT_GENOME155679	MGYG-HGUT-02622	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides_A;s__	ERS475289	ERP005860	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-026/MGYG-HGUT-02622/genomes1/GUT_GENOME155679.gff.gz
106360	GUT_GENOME155703	QinN_2014__LD-35__bin.18	CIBIO	MAG	2630993	28	170224	44.48	95.97	0.0	0.06	0.0	34.77	0.0	17		GUT_GENOME155703	MGYG-HGUT-02623	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Anaerotignum;s__	ERS475291	ERP005860	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-026/MGYG-HGUT-02623/genomes1/GUT_GENOME155703.gff.gz
106365	GUT_GENOME155708	QinN_2014__LD-35__bin.25	CIBIO	MAG	1428680	20	99221	53.14	52.42	0.43	0.11	0.0	0.0	0.0	14		GUT_GENOME155708	MGYG-HGUT-02624	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__4C28d-15;f__CAG-727;g__;s__	ERS475291	ERP005860	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-026/MGYG-HGUT-02624/genomes1/GUT_GENOME155708.gff.gz
